start livelink
[0.444, 0.017, 0.09]
[0.442, 0.018, 0.092]
[0.439, 0.019, 0.093]
[0.433, 0.021, 0.096]
[0.433, 0.021, 0.096]
[0.432, 0.022, 0.098]
[0.43, 0.022, 0.099]
[0.428, 0.023, 0.1]
[0.422, 0.023, 0.099]
[0.422, 0.023, 0.099]
[0.42, 0.023, 0.099]
[0.418, 0.022, 0.099]
[0.417, 0.022, 0.099]
[0.415, 0.023, 0.1]
[0.411, 0.023, 0.1]
[0.411, 0.023, 0.1]
[0.409, 0.024, 0.101]
[0.407, 0.024, 0.102]
[0.404, 0.024, 0.103]
[0.402, 0.025, 0.104]
[0.399, 0.025, 0.104]
[0.397, 0.025, 0.105]
[0.394, 0.025, 0.107]
[0.391, 0.024, 0.107]
[0.386, 0.024, 0.107]
[0.381, 0.023, 0.107]
[0.376, 0.023, 0.108]
[0.37, 0.022, 0.111]
[0.366, 0.022, 0.115]
[0.363, 0.022, 0.12]
[0.359, 0.022, 0.124]
[0.354, 0.023, 0.128]
[0.347, 0.023, 0.131]
[0.339, 0.024, 0.135]
[0.332, 0.024, 0.14]
[0.325, 0.025, 0.146]
[0.321, 0.026, 0.152]
[0.317, 0.026, 0.159]
[0.312, 0.026, 0.166]
[0.306, 0.026, 0.175]
[0.299, 0.027, 0.185]
[0.292, 0.027, 0.194]
[0.286, 0.027, 0.202]
[0.281, 0.027, 0.208]
[0.276, 0.026, 0.214]
[0.271, 0.026, 0.218]
[0.267, 0.025, 0.221]
[0.263, 0.025, 0.223]
[0.259, 0.024, 0.223]
[0.255, 0.024, 0.223]
[0.252, 0.024, 0.221]
[0.248, 0.023, 0.217]
[0.244, 0.023, 0.212]
[0.24, 0.022, 0.207]
[0.235, 0.022, 0.203]
[0.231, 0.021, 0.197]
[0.228, 0.021, 0.192]
[0.226, 0.02, 0.186]
[0.223, 0.019, 0.179]
[0.221, 0.017, 0.173]
[0.219, 0.016, 0.166]
[0.22, 0.014, 0.157]
[0.221, 0.012, 0.145]
[0.222, 0.01, 0.129]
[0.219, 0.007, 0.111]
[0.215, 0.005, 0.096]
[0.208, 0.003, 0.083]
[0.2, 0.001, 0.071]
[0.193, -0.001, 0.057]
[0.187, -0.004, 0.043]
[0.18, -0.006, 0.029]
[0.176, -0.008, 0.017]
[0.17, -0.011, 0.005]
[0.163, -0.015, -0.005]
[0.157, -0.02, -0.012]
[0.154, -0.024, -0.016]
[0.151, -0.027, -0.02]
[0.152, -0.031, -0.025]
[0.153, -0.034, -0.029]
[0.154, -0.038, -0.034]
[0.155, -0.042, -0.039]
[0.154, -0.045, -0.043]
[0.152, -0.049, -0.046]
[0.15, -0.053, -0.049]
[0.148, -0.056, -0.05]
[0.148, -0.059, -0.05]
[0.149, -0.062, -0.05]
[0.151, -0.065, -0.049]
[0.154, -0.067, -0.047]
[0.156, -0.07, -0.045]
[0.157, -0.072, -0.044]
[0.159, -0.074, -0.042]
[0.16, -0.076, -0.041]
[0.161, -0.078, -0.04]
[0.163, -0.081, -0.038]
[0.164, -0.083, -0.037]
[0.165, -0.085, -0.036]
[0.166, -0.087, -0.035]
[0.167, -0.089, -0.034]
[0.168, -0.091, -0.034]
[0.168, -0.093, -0.033]
[0.168, -0.096, -0.032]
[0.169, -0.098, -0.031]
[0.17, -0.1, -0.029]
[0.172, -0.102, -0.027]
[0.174, -0.103, -0.025]
[0.175, -0.104, -0.024]
[0.178, -0.105, -0.023]
[0.18, -0.105, -0.023]
[0.183, -0.106, -0.023]
[0.186, -0.106, -0.022]
[0.188, -0.107, -0.021]
[0.189, -0.107, -0.019]
[0.19, -0.108, -0.017]
[0.191, -0.108, -0.016]
[0.195, -0.108, -0.014]
[0.197, -0.107, -0.011]
[0.198, -0.107, -0.007]
[0.197, -0.106, -0.002]
[0.195, -0.103, 0.009]
[0.195, -0.103, 0.009]
[0.194, -0.101, 0.014]
[0.193, -0.099, 0.018]
[0.191, -0.093, 0.024]
[0.191, -0.093, 0.024]
[0.189, -0.09, 0.028]
[0.188, -0.087, 0.031]
[0.186, -0.084, 0.033]
[0.185, -0.08, 0.035]
[0.184, -0.077, 0.036]
[0.183, -0.075, 0.037]
[0.181, -0.072, 0.038]
[0.18, -0.069, 0.041]
[0.179, -0.065, 0.043]
[0.18, -0.06, 0.045]
[0.181, -0.055, 0.046]
[0.181, -0.051, 0.047]
[0.181, -0.047, 0.049]
[0.179, -0.044, 0.052]
[0.176, -0.04, 0.055]
[0.175, -0.037, 0.057]
[0.174, -0.034, 0.06]
[0.172, -0.032, 0.062]
[0.171, -0.029, 0.064]
[0.169, -0.026, 0.067]
[0.168, -0.023, 0.069]
[0.168, -0.021, 0.07]
[0.169, -0.018, 0.07]
[0.169, -0.015, 0.069]
[0.169, -0.012, 0.069]
[0.17, -0.009, 0.069]
[0.173, -0.007, 0.069]
[0.173, -0.004, 0.069]
[0.171, -0.001, 0.069]
[0.166, 0.002, 0.068]
[0.166, 0.005, 0.066]
[0.168, 0.009, 0.062]
[0.172, 0.012, 0.058]
