start livelink
[0.011, 0.056, -0.031]
[0.004, 0.059, -0.032]
[-0.006, 0.061, -0.034]
[-0.018, 0.062, -0.036]
[-0.026, 0.064, -0.038]
[-0.033, 0.067, -0.04]
[-0.036, 0.069, -0.042]
[-0.039, 0.072, -0.043]
[-0.041, 0.075, -0.045]
[-0.041, 0.078, -0.047]
[-0.042, 0.081, -0.049]
[-0.041, 0.084, -0.051]
[-0.04, 0.088, -0.053]
[-0.041, 0.092, -0.056]
[-0.041, 0.096, -0.059]
[-0.04, 0.099, -0.061]
[-0.034, 0.101, -0.063]
[-0.028, 0.104, -0.064]
[-0.021, 0.107, -0.065]
[-0.014, 0.109, -0.066]
[-0.008, 0.113, -0.067]
[-0.003, 0.116, -0.069]
[0.001, 0.119, -0.072]
[0.002, 0.122, -0.074]
[0.002, 0.124, -0.074]
[0.004, 0.127, -0.072]
[0.005, 0.13, -0.07]
[0.005, 0.136, -0.067]
[0.005, 0.136, -0.067]
[0.004, 0.138, -0.067]
[0.005, 0.14, -0.067]
[0.006, 0.142, -0.068]
[0.011, 0.142, -0.068]
[0.015, 0.142, -0.069]
[0.02, 0.143, -0.069]
[0.026, 0.143, -0.07]
[0.029, 0.143, -0.07]
[0.029, 0.143, -0.07]
[0.031, 0.142, -0.069]
[0.038, 0.14, -0.068]
[0.038, 0.14, -0.068]
[0.043, 0.139, -0.066]
[0.048, 0.137, -0.064]
[0.051, 0.136, -0.061]
[0.05, 0.135, -0.059]
[0.048, 0.133, -0.059]
[0.044, 0.132, -0.058]
[0.04, 0.129, -0.057]
[0.039, 0.128, -0.055]
[0.037, 0.127, -0.053]
[0.035, 0.126, -0.051]
[0.034, 0.126, -0.049]
[0.034, 0.125, -0.048]
[0.034, 0.122, -0.047]
[0.037, 0.119, -0.045]
[0.039, 0.116, -0.044]
[0.039, 0.113, -0.042]
[0.039, 0.111, -0.042]
[0.037, 0.108, -0.041]
[0.032, 0.105, -0.042]
[0.026, 0.103, -0.042]
[0.021, 0.1, -0.041]
[0.016, 0.098, -0.04]
[0.013, 0.096, -0.04]
[0.011, 0.094, -0.038]
[0.008, 0.092, -0.038]
[0.004, 0.091, -0.037]
[0.002, 0.09, -0.036]
[0.0, 0.089, -0.036]
[0.0, 0.088, -0.036]
[-0.002, 0.087, -0.038]
[-0.006, 0.085, -0.041]
[-0.016, 0.083, -0.046]
[-0.021, 0.08, -0.051]
[-0.023, 0.078, -0.056]
[-0.022, 0.076, -0.063]
[-0.022, 0.076, -0.063]
[-0.022, 0.075, -0.066]
[-0.022, 0.074, -0.067]
[-0.024, 0.072, -0.07]
[-0.024, 0.072, -0.07]
[-0.027, 0.07, -0.072]
[-0.029, 0.066, -0.074]
[-0.04, 0.058, -0.071]
[-0.04, 0.058, -0.071]
[-0.043, 0.054, -0.069]
[-0.046, 0.05, -0.067]
[-0.05, 0.046, -0.068]
[-0.054, 0.043, -0.069]
[-0.059, 0.039, -0.07]
[-0.067, 0.036, -0.071]
[-0.083, 0.031, -0.069]
[-0.083, 0.031, -0.069]
[-0.088, 0.03, -0.068]
[-0.092, 0.028, -0.067]
[-0.094, 0.026, -0.066]
[-0.094, 0.023, -0.065]
[-0.093, 0.019, -0.064]
[-0.09, 0.015, -0.063]
[-0.088, 0.012, -0.062]
[-0.086, 0.009, -0.061]
[-0.082, 0.007, -0.06]
[-0.077, 0.005, -0.057]
[-0.073, 0.004, -0.054]
[-0.068, 0.002, -0.051]
[-0.065, 0.001, -0.05]
[-0.063, -0.0, -0.049]
[-0.061, -0.001, -0.051]
[-0.06, -0.002, -0.053]
[-0.061, -0.002, -0.055]
[-0.059, -0.002, -0.058]
[-0.052, -0.003, -0.061]
[-0.052, -0.003, -0.061]
